'GENE,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,"10,000 cell Rep1 (P1)","10,000 cell Rep2 (P2)","10,000 cell Rep3 (P3)",Gene Category
'1700012B09RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742680678,0.453410996,
'1700012B15RIK,12.54004069,0,27.19685117,0,10.6556337,0.293817251,0,0,0,32.44468247,0,0,0,25.91662452,0,0.076517099,0,0,14.58214037,14.07685163,18.52528014,
'1700012D14RIK,0.059508728,0.126986082,0.043386292,0.030650048,0.149978416,0.063151033,0.077433558,0,0.092104672,0.142819419,0.09589044,0.53663973,0.341357916,0.130956641,0.163267156,0.146962568,0.043582404,0.011932158,0,0,0.841472735,
'1700012L04RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00777823,0,0,
'1700012P22RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700013B16RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700013D24RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700013F07RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700013G24RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700013H16RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700014N06RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700015E13RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.15848128,0,0,0,0,
'1700015F17RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700015G11RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700016C15RIK,0,0,0,0,0,0,0,0,0,0,0.484244257,0,0,0,3.024184808,0,0,0,0,0,0,
'1700016D06RIK,0,0,0,0,0,0,0,0,0.133815914,0,0,0,0.131071186,0,0,0,0,0,0,0,0,
'1700016H13RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700016K19RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700016M24RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700017B05RIK,0,0,0,0,0,0.860586252,0,0,0,0,0,0,0,0,0,0.030628408,0,0,0.991045543,2.688436869,1.744768773,
'1700017D01RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700017N19RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700018A04RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182066893,
'1700018A14RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137889755,
'1700018B08RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700018B24RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021366073,0,
'1700018C11RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700018F24RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700018L02RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272529002,0,0.146621406,
'1700018L24RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700019A02RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700019B03RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700019D03RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.192340936,0,
'1700019E19RIK,45.06915962,0,0,0,0,54.66002653,0,0,0,0,0,0,0,0,0,81.03092421,0,0,20.81186899,14.89958574,20.76409622,
'1700019G17RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533405611,
'1700019L03RIK,0,0,0,0.078515941,0,0,0,0,0,5.309206664,0,0,0,0,0,0,0,0,0.130368934,0,0.212490518,
'1700019M22RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700019N12RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700019N19RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700019O17RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700020A23RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700020C07RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700020D05RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700020I14RIK,66.26922881,0.111599668,0.069225459,0,0,0.098403152,154.3545678,6.00052325,0.121404414,0.099386976,0,13.49656743,88.48776562,0.636568447,0,0,0,0,52.66365921,39.28023767,39.2365252,
'1700020L24RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002302162,0,0,
'1700020N01RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.050170861,0,2.968623073,
'1700020N18RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700021C14RIK,0,0,0,0,0,0,11.05232975,0,0,0,0,0,0,0,0,0,3.469605461,0,0.319325745,1.289428216,0.992711619,
'1700021F05RIK,0,0,0,0,0.12709324,0,0.164758743,0,0,0,0,0,0,82.95482634,0,0,0,0,7.837800059,13.54756543,12.02756311,
'1700021F07RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700021K19RIK,0,0,0,0,0,0,0,0,0.039731521,0,0,0,13.32748362,0,0,0,0,0,5.721548879,3.911101549,1.797619961,
'1700022A21RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700022I11RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700022P22RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,5.569386609,0,0,0,0,0,0,0,
'1700023A16RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700023E05RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700023F06RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700023I07RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08052464,0,0,0,0,0,
'1700024G13RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700024P04RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700024P16RIK,0,0,0,0,0,0.042162975,0,0.083734613,0,0.042321789,0,0,201.5073577,0,0,0,0.048107475,0.037690711,1.029846475,2.23357536,1.897455038,
'1700025C18RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700025E21RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700025F22RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700025G04RIK,12.69564182,0,7.106678348,0,0,0,0,0,0,0.012932287,0,0,0,0,0.014172488,0,0,0,1.5107252,0.907247138,1.073104831,
'1700025K23RIK,0,0,0,0,0,0,0,0,0,0,0,0,0.246227617,0,0,0,0,0,3.670356631,5.843742132,3.34220453,
'1700026D08RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691307017,2.421525785,2.105215347,
'1700026J04RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700026L06RIK,44.9316648,0,0,0,128.5811138,5.365926044,0,138.5441029,140.8160186,0.314592347,0,0,0,0.657602426,0,0,0,0,7.792235398,15.37883093,15.89049484,
'1700027A23RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700027D21RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700028B04RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700028J19RIK,65.59510716,0.139423546,0.293759825,0,109.9054262,65.79812592,0.127306179,0,0.151711833,0,3.839095802,0,0,0.13248472,271.1613282,0,0.140753176,0,9.135417742,6.841204102,5.281081881,
'1700028K03RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782375683,0.560077671,0,
'1700028M03RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700028P14RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700029F09RIK,48.24260709,220.4268317,0.096494873,0,0.096907991,0,0,0,0,0.122578782,0,0.271899016,0,0,0.266178934,0,0,87.47789424,41.9891086,30.35694959,22.75533741,
'1700029F12RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700029G01RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.532432769,0,0,1.245766057,3.949597517,0.836836994,
'1700029H14RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700029I15RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700029J07RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700029J11RIK,11.27380658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192546766,0.529085033,1.07550153,
'1700029M20RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700029P11RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700030C10RIK,11.34256793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091735452,0,0,0,0,0.103025674,
'1700030F18RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700030J22RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700030K09RIK,0,0,0,0,0,0,0,0,37.28903351,0,0,0,0,0,0,0,0,0,2.30202256,0,0.225836061,
'1700031F05RIK,0.143505506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700031F10RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700031M16RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700034E13RIK,0,0.891984705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700034F02RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700034H14RIK,0,0,0.248084056,0,0,0.103727689,0,130.2710904,0.128000019,0,0,0,0,58.82840451,0,0,0,0.093283152,16.21390874,13.77166488,13.29472462,
'1700034H15RIK,0.338129094,0.099595266,0.070205892,0.057453514,0.117597042,0,0.303366935,0.114178156,0.072178513,0.177825852,0,0.797931717,0.176920475,0,0.096520494,0.139898226,1.304288788,0,0.023854372,0.081818234,0.039151603,
'1700034I23RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700034J05RIK,0,0,0,0,0,0,0,0,0,0.065398867,0,0,0,0,0,0,0,0,0.106029777,0,0,
'1700034O15RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.63740361,0,0,0,
'1700037C18RIK,0,0,0,0,0,0,2.640231498,0,0,0,0,0,0,0,0,0,0,0,1.80516852,1.569242016,0.701371454,
'1700037H04RIK,4.122555978,2.382672058,0,0,0,0,0,0,33.29104251,0,0,0,0,1.072714788,0,0.131085883,0,0,24.07659748,21.05140526,25.07916215,
'1700039E15RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700040F15RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700040I03RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791777248,3.137434863,2.904685165,
'1700040L02RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.3009389,0,0.373759693,0.73648386,
'1700041B01RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700041C23RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700042B14RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.410274684,0,0,
'1700042G07RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700044K03RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700045I19RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700048O20RIK,0.636584534,0,0.057299842,0.21857912,0.230340852,0.071848376,0.223158805,0.142855816,0.306325117,0.072388241,0.378955341,0.48433158,0.69806539,0.077444984,0.460920416,0.085171296,0.344117759,0.06441304,0,0.07641975,0.171314417,
'1700049E15RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700049E17RIK1,2.478118457,1.361936428,0,0,1.624408758,0,0,0,0,2.669247028,0,0,0,0,1.158583526,0,0,0,0,0,0,
'1700049G17RIK,0,0,0,0,0,0,0,0,0,0,19.57749936,0,0,0,0,0,0,0,0,0.190184522,0.577475429,
'1700049L16RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194207883,0,0,0,0,0,0,0,
'1700052I22RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700052K11RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.369175397,0,0.252849523,
'1700052N19RIK,0,0.064858306,0.045669384,123.3789846,0.045885296,0,0.059253293,0,0.070526406,3.277318887,0,0,0,0.061707159,169.2097461,0,0,0,3.033889185,4.044731,4.277343823,
'1700054K19RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700054N08RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700054O13RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700056E22RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119936911,0,0.290566628,
'1700057G04RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700057K13RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700058C13RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700058G18RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700060C20RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700061G19RIK,0,0.060280439,0,0,24.02700945,0,0,0,0,0,0,0,0,0,0,0.252308999,0,0,1.734843813,0.297566672,1.24163271,
'1700061J05RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700065D16RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038193131,0.157217678,0.156335669,
'1700065I17RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700066B19RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0200264,0,0,0,0.042478103,0,0,
'1700066M21RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649545442,0,
'1700066O22RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700067K01RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700067P10RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700069L16RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700071K01RIK,0,0,0,0,0,0,0,0,0,0,0,0,7.51192504,0,0,0,0,0,0,0,0,
'1700072E05RIK,0,0,0,0,0,0,1.658834851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700074P13RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700080E11RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700080O16RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700081L11RIK,0.293772568,0,0.019049293,0.031179983,41.60073885,23.92741828,0,0,34.33429597,1.052277061,0,103.7362386,3.133210502,42.14025242,13.64683931,0.206413503,22.85520648,0.106516405,13.88460272,12.41006576,9.296370561,
'1700084C01RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700084E18RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700084J12RIK,0,0,0.16074681,0,0.161347267,0,0,0,0.750138175,0,0,0,0,0.217843878,0,0,0,0,0,0,0.133474117,
'1700086L19RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700086O06RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078139086,
'1700088E04RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700090G07RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700092M07RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700093K21RIK,0,0,0,0,0,0,0,0,0,0,0,0.315008141,0,0,0,0,0,0,0,0,0,
'1700094C09RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700094D03RIK,0,0.047292441,2.199176066,0,0,0,0,11.52970624,0,4.8630399,0,0,0.050404827,0,0.101187086,0,0,0,1.530220125,1.446380481,1.950061562,
'1700096J18RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700096K18RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.441720632,1.099689217,0.620688266,
'1700101E01RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700102P08RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084052625,
'1700106J16RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700106N22RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196103948,4.010114847,4.656844867,
'1700108F19RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700108J01RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700108M19RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700109F18RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700109G14RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700109H08RIK,0.320937703,0,0,0,0,0,0.233842601,0,0,0,0,0,0,5.34783379,0,0,0,0,0,0,0,
'1700110M21RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700111N16RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700112E06RIK,100.6231661,0,124.6156966,109.9409709,13.00279487,0,115.551598,0,0,0.158867792,0,0,0.189175081,0,0,31.15205988,0,12.71498058,14.60243617,18.53386392,15.52306618,
'1700113H08RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700113I22RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70697329,2.490998814,2.042607271,
'1700120K04RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700121N20RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700123K08RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700123L14RIK,0,0,0,0,0,0,0,3.352026562,0,0,0,0,0,0,0,0,0,0,0,0.043937247,0,
'1700123O20RIK,38.6496006,0.079538107,0,70.91546838,0.056237006,33.26950742,0,0,94.28508437,0.141341007,0.05769062,0.15770759,0.254301838,156.2677587,0,0,0,0.314576079,17.06866694,14.9664219,14.63876087,
'1700125D06RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700125H20RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1700128F08RIK,6.851694724,9.522284201,6.385984441,8.538353224,2.958468472,3.965648951,3.692399409,5.070705751,4.16515186,4.999016389,7.245476953,24.06796847,6.145270997,12.95413452,7.113446209,11.58826816,9.9233751,3.226597352,0.512759323,0.556852017,1.071591831,
'1700129C05RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1810006K21RIK,174.2632602,222.3885439,45.84442445,68.85297803,195.2341171,261.3697185,66.10891856,0.411803194,45.4916704,190.4885578,176.5389704,60.51653789,168.6097997,129.5992688,96.04813506,153.3437975,117.5285681,244.6691678,160.5949101,161.1316522,167.0348662,
'1810008A18RIK,0,0,0,0,0.259246142,0,0,0,0,0,0,0,0,0,0,0,0,0,8.251443342,8.218809883,8.577604068,
'1810009A15RIK,43.5104358,0,109.7933932,0,8.535685486,87.9854239,0,0,203.5611683,40.59593872,0,0,60.61772904,0,0.822239571,2.403777665,0,0,52.90576824,55.30014353,64.33720859,
'1810009J06RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1810010D01RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1810010H24RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.595390029,
'1810011H11RIK,0,0.103944222,0.073092118,113.4834803,92.02795094,0,139.7437659,0,150.5461698,0,0,0,0.110772734,0.296488608,0.100707468,0,0,0.082342887,8.696001382,11.05827444,13.23228762,
'1810011O10RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057489733,0,
'1810012P15RIK,0,0,0,0.024816556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369181633,0.422074029,0.926246979,
'1810013D10RIK,0,0,0,0,183.7830765,3.114094391,0,0,0,0,0,0,0,0,179.2049519,0.35185177,0,0,33.34165039,45.19896718,34.70859369,
'1810013L24RIK,47.54939388,0,0.02510326,71.4319225,0.05045318,24.06958412,53.77454057,0.24984467,0.11615096,0.315445942,0.646011393,0,0,38.27511966,0.034515033,14.35351329,0.035879388,0.028096558,21.88852839,16.20513419,14.73947586,
'1810014B01RIK,0,0,0,0,0.066265363,0,0,0,0,0,0,0,0,0,0,0,0,0,1.990523845,0.183420484,1.170757482,
'1810014F10RIK,0,0.264487833,63.25435819,0,0,124.4816582,0,0,0,0,0,0,0,0.250807095,0,21.67381254,0,0.211603504,11.72305299,13.46601166,8.741550386,
'1810019J16RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1810020D17RIK,24.70228714,0,0,0,0,0,100.8937467,0,0,0,0,0,0,0,0,0,0,9.5430732,9.89550723,7.634358126,6.721509742,
'1810022C23RIK,0,0.107195439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32377404,0,1.344574153,
'1810022K09RIK,134.1168533,0,2.75391642,0,47.61447046,63.70957336,106.6504184,0.436508504,215.6539086,129.8927868,86.17821411,142.7168304,440.7630504,0,14.40278414,0,0,188.5566522,97.02993043,105.5549506,133.8782897,
'1810024B03RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.533865158,0,0,0,0,0.133845824,0.183663684,0.218911577,
'1810026J23RIK,0,0,0,0,0,0,0,0,0,0.907028534,0,0,0,0,0,0,0,0,0.535078801,0.045885467,0.79459489,
'1810027O10RIK,70.36483224,140.9223266,214.2814624,0.386230933,161.0356399,92.63288271,49.48051128,33.945646,52.42039291,92.19881529,173.3281635,0.8795393,0,115.9675615,55.59670856,68.62297442,0.455973232,132.2332399,130.5391858,130.8980501,168.6105437,
'1810029B16RIK,271.9544901,238.384387,203.5870034,0.629134788,161.9084078,443.6899654,385.1964653,1260.566566,671.4017188,848.8833204,450.6236278,1.723391879,201.9630497,289.2997612,175.5999631,104.32431,124.5599615,164.141171,255.4794038,266.691428,267.8809643,LPS Response
'1810030J14RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1810030N24RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.851828,16.24813325,19.10334849,
'1810030O07RIK,0.468921384,0.392432182,0.485199188,1.984646567,2.977898608,0.404870513,0.31469379,0.373747417,34.19046558,0.764286561,1.28465638,0.607462685,1.223212951,1.084375124,0.462157348,0.797279548,0,0.272090403,18.41898021,19.94946404,23.1808865,
'1810031K17RIK,0.448837427,28.91318294,4.768074819,0.255666904,45.74169234,60.74156589,39.43411967,47.24213533,7.873367668,0.156687708,0.08542822,0,26.2259591,0.112031166,107.2589304,77.55481152,0,3.627592014,32.67560845,26.65481747,38.92687601,
'1810032O08RIK,0,0,9.326511055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.337930133,3.397363744,6.047278838,
'1810033B17RIK,90.41854031,742.984325,409.8032607,0.120389489,0.195905045,0.122369046,0.126804866,65.92525128,0,0,167.652041,0.274833242,0.2959746,252.9748051,114.2171404,50.7973553,141.5989792,55.89602438,47.84553795,45.02799918,46.94963518,
'1810037I17RIK,73.18844961,313.427763,121.7148421,103.5029992,241.9260021,204.0315578,1.498122177,230.5174967,131.0963656,174.2892287,79.87610846,199.5643743,0.17486134,175.0071764,37.52786812,47.65765895,79.22791298,122.3648591,170.3762456,178.7506153,180.1675889,
'1810041L15RIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
'1810043G02RIK,0,0.089261766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139325827,8.29645567,8.208741563,5.766261769,
'1810043H04RIK,0,0,0,0,0,0,0,0.32862253,0,0,0,0,0.398292099,0,0,0.389319575,0,0,18.28975565,26.8347764,18.70535575,
